week,facebook_spend,google_spend,tiktok_spend,instagram_spend,snapchat_spend,social_followers,average_price,promotions,emails_send,sms_send,revenue,t,week_of_year,month,year,annual_sin_1,annual_cos_1,annual_sin_2,annual_cos_2,annual_sin_3,annual_cos_3,facebook_spend_lag1,facebook_spend_lag2,facebook_spend_lag3,facebook_spend_lag4,tiktok_spend_lag1,tiktok_spend_lag2,tiktok_spend_lag3,tiktok_spend_lag4,instagram_spend_lag1,instagram_spend_lag2,instagram_spend_lag3,instagram_spend_lag4,snapchat_spend_lag1,snapchat_spend_lag2,snapchat_spend_lag3,snapchat_spend_lag4,google_spend_lag1,google_spend_lag2,google_spend_lag3,google_spend_lag4,revenue_lag1,revenue_lag2,revenue_lag3,revenue_lag4,facebook_adstock,tiktok_adstock,instagram_adstock,snapchat_adstock,google_adstock,log1p_facebook_spend,log1p_tiktok_spend,log1p_instagram_spend,log1p_snapchat_spend,log1p_google_spend,log1p_revenue,log_price
2023-10-15,0.012023698263191744,-0.8325556684022238,-0.697360048801526,1.6517737772043843,-0.7647832960160694,-1.5229708959532968,1.2061323602734968,1.9306145983268455,0.0025135939555268392,0.9931553833979564,-0.08195531426528505,4,41,10,2023,0.6572178126533426,1.2522239203637486,1.163874944761049,0.8033648691332381,1.4039023532375932,0.17046460798050717,1.5547897883810304,0.45352770586237995,-0.11573472380247142,0.5948223641150763,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,1.4870853023383084,-0.7650039155698202,-0.7631999594408699,-0.7536499499844109,0.6174478757207789,-0.7706781618955127,-0.7767114743712246,-0.7670457318850525,1.4814039031141566,-0.8394166763133288,-0.846450151416725,0.5983534798381238,0.8175707627321507,-0.5264489739249892,-0.5216831224481608,-0.5114764589185814,0.392954594195837,0.6328084487460452,-0.989972375766992,0.6782230678870785,-1.0476775181476738,-1.112674956229815,0.12038959469017046,-0.7268644425549433,1.3100603377654467,-0.8058634471916764,-0.8726594179938375,0.9182389566421382,1.1943328321023066
2023-10-22,-0.9894139050697205,0.9933418541015987,-0.697360048801526,1.8018763198233982,-0.7647832960160694,-1.5229708959532968,0.400239497557892,-0.5179697702828122,-0.16180363376578222,0.3295820088951913,0.9979427366273248,5,42,10,2023,0.8033648691332378,1.1638749447610492,1.3223126514448467,0.5014870405393332,1.3731190864791043,-0.33844345812379023,0.007399399747600682,1.545402389091198,0.44316979190081934,-0.09569067722825854,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,-0.7026009780064056,1.6410761307622987,-0.7631999594408699,-0.7536499499844109,-0.7436206131480733,-0.7706781618955127,-0.7767114743712246,-0.7670457318850525,-0.7581721522505812,-0.8394166763133288,-0.846450151416725,-0.8536634425514943,0.5890399096015804,-0.08668671424254365,-0.5223262584052033,-0.5099712296601857,-0.5001887190368639,-0.5083867529193099,-1.0438541563163959,1.5800475054327168,-1.1011670222457433,0.24647010649965165,-0.9737051008094001,-0.7268644425549433,1.3258625918052005,-0.8058634471916764,1.1382716629576684,1.3017186785515613,0.4273752268054376
2023-10-29,-0.4795403304629252,1.331408110494348,-0.697360048801526,1.5524501933814623,0.0934000162908323,-1.5229708959532968,1.133431852504527,-0.5179697702828122,-0.44167014194351983,-1.2689374386169254,-0.06552052845248306,6,43,10,2023,0.9377970568010313,1.0585540516456033,1.403902353237593,0.1704646079805071,1.1638749447610495,-0.8033648691332375,-0.9902981671819215,-0.0029711345523433788,1.5361370976416635,0.47427825610718183,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,-0.7026009780064056,1.790874988565544,1.63156786603608,-0.7536499499844109,-0.7436206131480733,-0.7706781618955127,-0.7767114743712246,-0.7670457318850525,-0.7581721522505812,0.9838264948603767,-0.846450151416725,-0.8536634425514943,-0.8610643445521302,0.9894141209346865,-0.08464388954709001,-0.5106188470488076,-0.49867778961136655,-0.636370102102773,-1.0707950465910978,1.859608188420145,-0.4767368904128428,1.1992161114183604,-0.3832930488911274,-0.7268644425549433,1.299053542940679,1.0260921318091796,1.1802891341685202,0.9295186949627579,1.1266691491214382
2023-11-05,1.3029670272840794,-0.8325556684022238,-0.697360048801526,1.3649970379196203,1.5169457978058434,-1.5229708959532968,1.5897435502033794,-0.5179697702828122,0.5943991062554974,-1.4855528888978917,-0.5281334893429375,7,44,11,2023,1.0585540516456033,0.9377970568010316,1.403902353237593,-0.17046460798050686,0.8033648691332378,-1.163874944761049,-0.4823288008091784,-1.001302588970606,-0.013785860011974358,1.588882615028362,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,-0.7026009780064056,1.5419534966616697,1.780662442298108,1.6386974065208055,-0.7436206131480733,0.08580456708556786,-0.7767114743712246,-0.7670457318850525,-0.7581721522505812,1.3214012961707549,0.9742202702935919,-0.8536634425514943,-0.8610643445521302,-0.07030971761355924,0.9863674405535614,-0.06988666645479857,-0.49932785946848285,0.8470083940715365,-1.0842654917284489,1.8706113784004963,0.9156404737972292,-0.07299564117517515,1.2231828176323425,-0.7268644425549433,1.2769280011989306,1.2919509055015541,-0.8726594179938375,-2.181190447461905,1.54659360479879
2023-11-12,0.3838794002595734,-0.8325556684022238,-0.697360048801526,1.4779500577350402,0.8707529480645058,-1.5229708959532968,1.3128628929556014,-0.5179697702828122,-0.2387699190888164,-0.12340977188039491,-0.2792502635463454,8,45,11,2023,1.1638749447610492,0.803364869133238,1.3223126514448467,-0.5014870405393331,0.3384434581237905,-1.373119086479104,1.2935214847596925,-0.4930104840880376,-1.0131163296453671,0.00827642898900042,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,-0.7026009780064056,1.3548795931164737,1.5329112584628728,1.7876412880925774,1.6495306126225642,1.506529438213636,0.07809583087363382,-0.7670457318850525,-0.7581721522505812,-0.8394166763133288,1.3113187251666674,0.9645205727405856,-0.8610643445521302,-0.5312960053159478,-0.0683443492351696,1.0085875708960124,-0.05692666595672669,0.7908502884314043,-1.0910007142971243,1.9537097901037581,1.121509025154754,-0.7091015174719428,0.4669110952752706,-0.7268644425549433,1.2904827354881143,1.2014059427089514,-0.8726594179938375,0.7362147124221599,1.2931409837849484
2023-11-19,0.46038407553565,-0.8325556684022238,1.298616209063622,2.0005011441315497,2.2565233162974057,-1.5229708959532968,1.3345183633548692,-0.5179697702828122,1.026800250473021,-0.3892011530747282,-0.23847596110833835,9,46,11,2023,1.2522239203637486,0.6572178126533428,1.1638749447610492,-0.8033648691332378,-0.17046460798050694,-1.403902353237593,0.3778663443639459,1.2839680885642253,-0.5043155845268722,-1.0108374014115575,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,-0.7026009780064056,1.4676040883751826,1.3467168856366853,1.5401405143583986,1.7985245418633513,0.8616170897006212,1.4960415260870155,0.08716316249018165,-0.7581721522505812,-0.8394166763133288,-0.846450151416725,1.3011586676540663,0.9547246691669922,-0.28328792073801806,-0.5271503653730369,-0.05347354941950526,1.0256316558173502,0.8291838941239912,0.4812185932147971,2.354242765850122,2.2759422587838642,-1.0271544556203267,0.5349861692681299,1.3801548280226281,1.3454061255529342,1.3683096308081177,-0.8726594179938375,0.7835230093522144,1.3131129834689717
2023-11-26,0.34872163375629733,-0.8325556684022238,-0.697360048801526,1.5399900587282118,-0.7647832960160694,-1.5229708959532968,0.8426298214286455,-0.5179697702828122,1.5604118601853907,-0.1887262690751431,0.30355457131567243,10,47,11,2023,1.3223126514448469,0.5014870405393332,0.9377970568010312,-1.0585540516456038,-0.6572178126533422,-1.2522239203637486,0.4540853001207935,0.3677311863633616,1.274441183756895,-0.49196412372735965,1.2886657197423919,-0.7075452053185706,-0.7128080363837916,-0.7026009780064056,1.9890979586337563,1.4589114050169534,1.3541343341817622,1.550940603673713,2.2446414036257303,0.8523907341937902,1.5041162198174032,0.09383826922569426,-0.8394166763133288,-0.846450151416725,-0.8536634425514943,1.2909193277945665,-0.24265699185446205,-0.2803152548921713,-0.5154765688457789,-0.04045139393126343,0.7514180639276599,-0.3082586718255013,2.2381459165873743,0.5606428662200258,-1.1861809246945185,0.4352756986916516,-0.7268644425549433,1.2976394813736731,-0.8058634471916764,-0.8726594179938375,1.112431618062191,0.8530453985651083
2023-12-03,-0.06162709474415951,2.447889583213852,-0.697360048801526,1.9663977630333824,-0.7647832960160694,-1.5229708959532968,0.8503639179998121,-0.5179697702828122,-0.5470344702684623,0.56173463980216,0.49879116181124794,11,48,12,2023,1.373119086479104,0.3384434581237912,0.6572178126533432,-1.2522239203637482,-1.0585540516456038,-0.9377970568010312,0.342839880426248,0.44399856785969244,0.3572874171199651,1.3220060078364289,-0.7023972491799649,1.278638124282606,-0.7128080363837916,-0.7026009780064056,1.529518571132999,1.9779534641464769,1.466215454947739,1.3648719222674726,-0.7706781618955127,2.232709620811476,0.8609160179317127,1.507144521987729,-0.8394166763133288,-0.846450151416725,-0.8536634425514943,-0.8610643445521302,0.2974676135663146,-0.23987649324058746,-0.26692148819855793,-0.5042039770186733,0.3563170500184253,-0.7029973043456507,2.473032382320915,-0.2970068300618934,1.385060263139737,0.04844704364938657,-0.7268644425549433,1.3421526374936648,-0.8058634471916764,1.2832033228669317,1.1781882460466981,0.8603849993535385
2023-12-10,0.7527264914304914,-0.8325556684022238,-0.697360048801526,-0.759184076517661,-0.7647832960160694,-1.5229708959532968,0.3105239773323549,-0.5179697702828122,1.8610876235023606,0.2933788695724671,-0.5230745865155714,12,49,12,2023,1.4039023532375932,0.1704646079805071,0.3384434581237905,-1.3731190864791043,-1.322312651444847,-0.5014870405393335,-0.06597633204168837,0.3326824683498788,0.43363111823358913,0.38669570100013995,-0.7023972491799649,-0.7075452053185706,1.268531608915576,-0.7026009780064056,1.9550635748944956,1.5205347959201336,1.9847329015508282,1.4769907041899586,-0.7706781618955127,-0.7767114743712246,2.240268607443335,0.8655997210487646,2.43625971280653,-0.846450151416725,-0.8536634425514943,-0.8610643445521302,0.49201769902649883,0.29769354960444194,-0.2262009454686276,-0.2547076407549172,0.8656957134969199,-0.9003666206057251,0.7180469294759521,-0.725831678202853,0.019926434685513257,0.7859579678280879,-0.7268644425549433,-0.805334466836845,-0.8058634471916764,-0.8726594179938375,-0.47739394226853943,0.33961779495302424
2023-12-17,1.420930359735046,-0.8325556684022238,-0.697360048801526,-0.759184076517661,-0.7647832960160694,-1.5229708959532968,-0.009667620713958776,-0.5179697702828122,-0.2445214214689497,-1.1701330375486574,-0.521070276067272,13,50,12,2023,1.414213562373095,-1.489182631790169e-16,-5.767543934174833e-16,-1.4142135623730951,-1.4142135623730951,-1.3674591746417906e-16,0.7453359143156959,-0.07639348563780005,0.322203626383479,0.46455074898782206,-0.7023972491799649,-0.7075452053185706,-0.7128080363837916,1.2983310998224413,-0.7650039155698202,1.9440790935647647,1.5277765611049712,1.9956823814447022,-0.7706781618955127,-0.7767114743712246,-0.7670457318850525,2.2414022781197063,-0.8394166763133288,2.4246039828083474,-0.8536634425514943,-0.8610643445521302,-0.5262548909689876,0.4913234948554279,0.3151149357792876,-0.2138328930115424,1.7004436516207238,-0.9990512787357625,-0.1594457969465292,-0.9402441022733328,-0.6626404795415987,1.311593728912016,-0.7268644425549433,-0.805334466836845,-0.8058634471916764,-0.8726594179938375,-0.3736899847688803,0.022333311276298135
